"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"Voltage";"Y"
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;1;0
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.98;8.50637013589757E-06
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.96;5.56760796564541E-05
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.94;0.000173793419871
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.92;0.096301981421148
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.9;0.06344980007244
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.88;0.103236597662907
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.86;0.203722683783967
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.84;0.089339678095454
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.82;0.068713362612848
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.8;0.26324362536789
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.78;0.454382536865529
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.76;0.564155603347548
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.74;0.564701295081654
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.72;0.720320001566296
-110;-26;20;28;-22;23;30;-28;78;-4;-61;1;0;36;-7;11;6;4;-6;-11;-3;14;18;17;0.7;1

